city,zone,latitude,longitude,year,month,week,temperature,humidity,rainfall,pop_density,previous_incidents
Tiruchirapalli,Puthur,10.816613,78.675481,2025,2,6,23.3,59.3,2.7,8135,40
Tiruchirapalli,K.K. Nagar,10.754823,78.697035,2025,2,6,26.5,59.8,16.4,2014,11
Tiruchirapalli,Golden Rock,10.786705,78.72749,2025,2,6,34.9,88.2,257.5,13920,30
Tiruchirapalli,Bharathidasan Nagar,10.815605,78.692403,2025,2,6,36.8,51.6,83.7,10879,10
Tiruchirapalli,Abhishekapuram,10.814276,78.680441,2025,2,6,28.3,92.5,15.6,8439,45
Tiruchirapalli,Cantonment,10.801732,78.693002,2025,2,6,34.2,51.5,77.3,12307,44
Tiruchirapalli,Ariyamangalam,10.810064,78.720986,2025,2,6,37.6,74.2,211.0,10358,32
Tiruchirapalli,Thuvakudi,10.752956,78.830112,2025,2,6,23.1,87.9,88.0,14803,31
Tiruchirapalli,Edamalaipatti Pudur,10.776544,78.67361,2025,2,6,27.1,52.3,93.3,1242,41
Tiruchirapalli,Senthaneerpuram,10.819999,78.684148,2025,2,6,24.6,82.9,79.2,13527,41
Tiruchirapalli,Manikandam,10.738831,78.637647,2025,2,6,22.0,59.6,187.6,13242,5
Salem,Mettur,11.78386,77.796605,2025,2,6,34.5,59.7,47.5,9989,37
Salem,Omalur,11.743163,78.046521,2025,2,6,37.8,84.4,210.5,7058,1
Salem,Yercadu,11.775337,78.211078,2025,2,6,34.1,60.7,70.2,11168,7
Salem,Salem,11.667494,78.150663,2025,2,6,35.3,60.2,248.2,2697,44
Salem,Edappadi,11.585847,77.839697,2025,2,6,23.4,52.1,228.7,9087,20
Salem,Sankari,11.474599,77.869162,2025,2,6,28.0,89.6,66.2,9972,36
Salem,Vazhappadi,11.657002,78.401244,2025,2,6,29.0,86.2,93.9,12216,48
Salem,Attur,11.59941,78.599066,2025,2,6,30.1,49.1,8.4,10986,34
Salem,Gangavalli,11.497384,78.65202,2025,2,6,25.8,51.6,80.6,4904,16
Chennai,Thiruvotriyur,13.164773,80.300387,2025,2,6,30.9,79.7,45.2,3172,44
Chennai,Manali,13.177337,80.268712,2025,2,6,36.3,71.4,125.6,5776,45
Chennai,Madhavaram,13.148179,80.230612,2025,2,6,30.4,71.1,210.8,4377,1
Chennai,Tondiarpet,13.126294,80.288429,2025,2,6,30.3,57.8,157.2,9229,17
Chennai,Royapuram,13.114361,80.295138,2025,2,6,33.3,94.2,39.6,10313,34
Chennai,Sholinganallur,12.894777,80.218789,2025,2,6,32.6,92.7,161.8,1564,36
Chennai,Ambattur,13.11849,80.15676,2025,2,6,25.6,59.9,247.0,5847,35
Chennai,Anna Nagar,13.08852,80.206771,2025,2,6,37.5,54.8,116.0,5771,27
Chennai,Teynampet,13.045034,80.250918,2025,2,6,22.7,90.4,15.7,6239,13
Chennai,Kodambakkam,13.051635,80.221131,2025,2,6,22.9,90.5,166.4,12346,6
Chennai,Valasaravakkam,13.041316,80.175038,2025,2,6,30.7,49.6,173.0,14753,2
Chennai,Alandur,12.999424,80.199751,2025,2,6,34.4,94.3,241.4,7343,20
Chennai,Adyar,13.001462,80.254135,2025,2,6,36.1,70.7,133.0,11715,41
Chennai,Perungudi,12.964866,80.240739,2025,2,6,36.0,83.0,184.9,1454,36
Chennai,Kotturpuram,13.01584,80.239412,2025,2,6,33.9,66.3,133.0,8389,24
Coimbatore,Mettupalayam,11.29968,76.94244,2025,2,7,27.7,49.1,106.1,3872,4
Coimbatore,Avinashi,11.20233,77.29211,2025,2,7,29.0,80.2,25.2,11085,22
Coimbatore,Thiruppur,11.10319,77.39866,2025,2,7,26.1,60.4,58.1,1030,26
Coimbatore,Palladam,11.005831,77.287908,2025,2,7,35.1,79.7,47.4,13127,44
Coimbatore,Pollachi,10.66167,77.00667,2025,2,7,23.5,75.2,138.3,11793,15
Coimbatore,Udumalaipet,10.581,77.26408,2025,2,7,30.3,84.3,260.0,7521,4
Coimbatore,Valparai,10.32814,76.9558,2025,2,7,35.2,56.1,272.0,10327,23
Coimbatore,Coimbatore North,11.060874,76.947387,2025,2,7,23.5,87.8,100.1,8883,31
Coimbatore,Coimbatore South,10.982548,76.989055,2025,2,7,26.0,66.8,92.9,13130,8
Kanyakumari,Agastheeswaram,8.101711,77.538529,2025,2,7,31.3,91.8,154.3,9914,29
Kanyakumari,Kalkulam,8.18425,77.315512,2025,2,7,22.3,70.1,270.4,9935,22
Kanyakumari,Killiyoor,8.265311,77.217375,2025,2,7,29.0,93.0,230.0,7254,13
Kanyakumari,Thiruvattar,8.33501,77.26515,2025,2,7,30.5,92.8,191.2,9815,43
Kanyakumari,Thovalai,8.231171,77.50597,2025,2,7,29.3,62.6,31.8,4235,3
Kanyakumari,Vilavancode,8.313338,77.206699,2025,2,7,23.5,51.0,166.6,3261,17
Tiruchirapalli,Srirangam,10.854603,78.713548,2025,2,7,35.9,64.2,74.4,4111,32
Tiruchirapalli,Thillai Nagar,10.834443,78.660012,2025,2,7,28.9,82.3,150.6,11491,22
Tiruchirapalli,Tiruchirappalli Fort,10.825416,78.68725,2025,2,7,30.4,58.6,207.0,10975,20
Tiruchirapalli,BHEL Township,10.779601,78.802013,2025,2,7,23.9,58.9,123.3,1971,20
Tiruchirapalli,Puthur,10.816613,78.675481,2025,2,7,25.7,58.8,171.2,5004,27
Tiruchirapalli,K.K. Nagar,10.754823,78.697035,2025,2,7,27.3,63.2,163.3,9897,35
Tiruchirapalli,Golden Rock,10.786705,78.72749,2025,2,7,30.9,69.3,271.9,4783,47
Tiruchirapalli,Bharathidasan Nagar,10.815605,78.692403,2025,2,7,32.2,94.8,67.5,9579,35
Tiruchirapalli,Abhishekapuram,10.814276,78.680441,2025,2,7,28.9,63.0,6.3,3006,15
Tiruchirapalli,Cantonment,10.801732,78.693002,2025,2,7,26.5,63.9,199.1,13208,3
Tiruchirapalli,Ariyamangalam,10.810064,78.720986,2025,2,7,29.9,54.9,99.2,6737,34
Tiruchirapalli,Thuvakudi,10.752956,78.830112,2025,2,7,27.6,56.8,238.0,2940,3
Tiruchirapalli,Edamalaipatti Pudur,10.776544,78.67361,2025,2,7,37.3,93.5,237.5,7351,38
Tiruchirapalli,Senthaneerpuram,10.819999,78.684148,2025,2,7,26.9,89.9,226.1,5348,25
Tiruchirapalli,Manikandam,10.738831,78.637647,2025,2,7,26.4,59.7,13.1,11101,44
Salem,Mettur,11.78386,77.796605,2025,2,7,26.2,60.2,161.2,4284,2
Salem,Omalur,11.743163,78.046521,2025,2,7,24.3,82.7,125.4,1040,49
Salem,Yercadu,11.775337,78.211078,2025,2,7,32.3,53.0,113.0,2194,11
Salem,Salem,11.667494,78.150663,2025,2,7,25.2,69.0,1.6,14563,38
Salem,Edappadi,11.585847,77.839697,2025,2,7,34.9,93.2,36.5,4942,36
Salem,Sankari,11.474599,77.869162,2025,2,7,28.0,57.3,192.1,12168,15
Salem,Vazhappadi,11.657002,78.401244,2025,2,7,34.5,50.5,32.4,11096,27
Salem,Attur,11.59941,78.599066,2025,2,7,32.0,81.4,259.3,2666,2
Salem,Gangavalli,11.497384,78.65202,2025,2,7,34.9,80.4,135.1,12448,31
Chennai,Thiruvotriyur,13.164773,80.300387,2025,2,7,33.4,95.0,6.7,3634,38
Chennai,Manali,13.177337,80.268712,2025,2,7,31.3,86.7,197.5,13697,26
Chennai,Madhavaram,13.148179,80.230612,2025,2,7,28.2,48.3,257.6,9355,7
Chennai,Tondiarpet,13.126294,80.288429,2025,2,7,36.2,70.0,277.9,11476,24
Chennai,Royapuram,13.114361,80.295138,2025,2,7,23.1,83.5,82.7,6860,14
Chennai,Sholinganallur,12.894777,80.218789,2025,2,7,28.8,88.8,5.2,13882,28
Chennai,Ambattur,13.11849,80.15676,2025,2,7,23.2,51.9,218.1,10261,9
Chennai,Anna Nagar,13.08852,80.206771,2025,2,7,31.0,75.9,263.1,12304,34
Chennai,Teynampet,13.045034,80.250918,2025,2,7,30.7,82.8,76.2,4355,1
Chennai,Kodambakkam,13.051635,80.221131,2025,2,7,36.0,55.5,230.2,11207,29
Chennai,Valasaravakkam,13.041316,80.175038,2025,2,7,35.1,89.8,126.7,4584,25
Chennai,Alandur,12.999424,80.199751,2025,2,7,30.9,60.7,108.1,2736,44
Chennai,Adyar,13.001462,80.254135,2025,2,7,24.0,62.9,167.9,8520,21
Chennai,Perungudi,12.964866,80.240739,2025,2,7,34.0,61.8,261.8,11101,23
Chennai,Kotturpuram,13.01584,80.239412,2025,2,7,22.7,56.7,112.1,8454,8
Coimbatore,Mettupalayam,11.29968,76.94244,2025,2,8,34.6,76.8,94.3,1510,45
Coimbatore,Avinashi,11.20233,77.29211,2025,2,8,25.5,92.2,110.1,10627,31
Coimbatore,Thiruppur,11.10319,77.39866,2025,2,8,34.4,77.8,76.8,9278,47
Coimbatore,Palladam,11.005831,77.287908,2025,2,8,27.9,46.7,215.9,9560,1
Coimbatore,Pollachi,10.66167,77.00667,2025,2,8,23.2,55.1,127.2,3714,3
Coimbatore,Udumalaipet,10.581,77.26408,2025,2,8,36.1,93.1,275.6,8032,32
Coimbatore,Valparai,10.32814,76.9558,2025,2,8,25.6,67.6,123.3,1934,12
Coimbatore,Coimbatore North,11.060874,76.947387,2025,2,8,30.2,94.6,10.7,1038,21
Coimbatore,Coimbatore South,10.982548,76.989055,2025,2,8,23.3,80.2,225.5,3413,9
Kanyakumari,Agastheeswaram,8.101711,77.538529,2025,2,8,25.8,89.3,52.4,10395,47
Kanyakumari,Kalkulam,8.18425,77.315512,2025,2,8,28.4,56.8,232.6,4030,21
Kanyakumari,Killiyoor,8.265311,77.217375,2025,2,8,31.8,69.6,0.1,14944,18
Kanyakumari,Thiruvattar,8.33501,77.26515,2025,2,8,30.5,78.9,47.8,4434,47
Kanyakumari,Thovalai,8.231171,77.50597,2025,2,8,25.8,45.2,129.5,3700,38
Kanyakumari,Vilavancode,8.313338,77.206699,2025,2,8,26.7,86.9,75.4,4303,26
Tiruchirapalli,Srirangam,10.854603,78.713548,2025,2,8,34.3,78.5,46.4,11485,23
Tiruchirapalli,Thillai Nagar,10.834443,78.660012,2025,2,8,27.7,59.1,95.3,1063,16
Tiruchirapalli,Tiruchirappalli Fort,10.825416,78.68725,2025,2,8,35.7,86.9,131.8,4276,38
Tiruchirapalli,BHEL Township,10.779601,78.802013,2025,2,8,31.8,48.5,261.7,12391,41
Tiruchirapalli,Puthur,10.816613,78.675481,2025,2,8,29.4,70.4,200.5,7898,10
Tiruchirapalli,K.K. Nagar,10.754823,78.697035,2025,2,8,27.6,86.3,85.5,1927,37
Tiruchirapalli,Golden Rock,10.786705,78.72749,2025,2,8,32.1,58.8,220.7,12173,30
Tiruchirapalli,Bharathidasan Nagar,10.815605,78.692403,2025,2,8,28.1,83.8,16.1,13699,18
Tiruchirapalli,Abhishekapuram,10.814276,78.680441,2025,2,8,37.7,53.2,263.9,9827,26
Tiruchirapalli,Cantonment,10.801732,78.693002,2025,2,8,33.9,46.6,226.6,12421,15
Tiruchirapalli,Ariyamangalam,10.810064,78.720986,2025,2,8,32.5,57.9,243.5,5887,19
Tiruchirapalli,Thuvakudi,10.752956,78.830112,2025,2,8,31.0,46.1,230.3,1583,28
Tiruchirapalli,Edamalaipatti Pudur,10.776544,78.67361,2025,2,8,30.7,78.5,113.5,12449,11
Tiruchirapalli,Senthaneerpuram,10.819999,78.684148,2025,2,8,22.4,75.3,55.1,6323,16
Tiruchirapalli,Manikandam,10.738831,78.637647,2025,2,8,30.0,92.3,214.6,12571,14
Salem,Mettur,11.78386,77.796605,2025,2,8,25.1,63.4,44.4,6641,21
Salem,Omalur,11.743163,78.046521,2025,2,8,24.5,77.9,109.5,1769,14
Salem,Yercadu,11.775337,78.211078,2025,2,8,32.1,70.4,77.2,14450,9
Salem,Salem,11.667494,78.150663,2025,2,8,33.7,68.2,191.6,14300,43
Salem,Edappadi,11.585847,77.839697,2025,2,8,35.5,94.9,194.7,11471,42
Salem,Sankari,11.474599,77.869162,2025,2,8,35.6,55.5,5.8,5886,43
Salem,Vazhappadi,11.657002,78.401244,2025,2,8,27.4,45.7,175.0,2790,49
Salem,Attur,11.59941,78.599066,2025,2,8,35.4,73.6,215.4,12847,11
Salem,Gangavalli,11.497384,78.65202,2025,2,8,26.6,50.2,261.7,8549,15
Chennai,Thiruvotriyur,13.164773,80.300387,2025,2,8,26.8,55.5,243.2,14556,24
Chennai,Manali,13.177337,80.268712,2025,2,8,29.7,65.2,11.1,4634,1
Chennai,Madhavaram,13.148179,80.230612,2025,2,8,31.3,48.4,270.1,2520,31
Chennai,Tondiarpet,13.126294,80.288429,2025,2,8,35.3,46.3,46.4,4853,13
Chennai,Royapuram,13.114361,80.295138,2025,2,8,35.6,61.6,37.8,13344,0
Chennai,Sholinganallur,12.894777,80.218789,2025,2,8,28.4,80.5,118.2,10296,31
Chennai,Ambattur,13.11849,80.15676,2025,2,8,23.0,84.4,245.5,14594,47
Chennai,Anna Nagar,13.08852,80.206771,2025,2,8,26.8,81.0,111.8,3282,38
Chennai,Teynampet,13.045034,80.250918,2025,2,8,33.7,71.2,258.1,4619,13
Chennai,Kodambakkam,13.051635,80.221131,2025,2,8,22.0,77.3,46.5,9666,13
Chennai,Valasaravakkam,13.041316,80.175038,2025,2,8,25.1,47.4,264.9,9485,7
Chennai,Alandur,12.999424,80.199751,2025,2,8,29.2,45.5,99.5,2926,29
Chennai,Adyar,13.001462,80.254135,2025,2,8,34.4,71.6,238.5,11012,44
Chennai,Perungudi,12.964866,80.240739,2025,2,8,27.2,49.9,148.0,10190,48
Chennai,Kotturpuram,13.01584,80.239412,2025,2,8,36.3,81.1,127.1,4004,6
Coimbatore,Mettupalayam,11.29968,76.94244,2025,2,9,34.9,72.4,62.3,6320,9
Coimbatore,Avinashi,11.20233,77.29211,2025,2,9,23.8,76.5,25.9,12758,14
Coimbatore,Thiruppur,11.10319,77.39866,2025,2,9,36.2,47.1,265.7,12717,19
Coimbatore,Palladam,11.005831,77.287908,2025,2,9,31.9,67.5,202.8,8935,40
Coimbatore,Pollachi,10.66167,77.00667,2025,2,9,28.2,72.4,96.8,2948,3
Coimbatore,Udumalaipet,10.581,77.26408,2025,2,9,36.8,93.8,63.2,6354,42
Coimbatore,Valparai,10.32814,76.9558,2025,2,9,26.4,87.6,252.2,5663,32
Coimbatore,Coimbatore North,11.060874,76.947387,2025,2,9,35.2,52.0,112.4,12621,42
Coimbatore,Coimbatore South,10.982548,76.989055,2025,2,9,34.8,66.1,161.6,4706,47
Kanyakumari,Agastheeswaram,8.101711,77.538529,2025,2,9,28.4,71.7,211.6,3395,47
Kanyakumari,Kalkulam,8.18425,77.315512,2025,2,9,31.2,75.6,9.9,7316,37
Kanyakumari,Killiyoor,8.265311,77.217375,2025,2,9,28.1,70.3,258.8,2019,15
Kanyakumari,Thiruvattar,8.33501,77.26515,2025,2,9,26.1,67.2,249.2,1015,50
Kanyakumari,Thovalai,8.231171,77.50597,2025,2,9,26.5,62.8,119.8,6954,27
Kanyakumari,Vilavancode,8.313338,77.206699,2025,2,9,28.9,89.3,71.3,14422,0
Tiruchirapalli,Srirangam,10.854603,78.713548,2025,2,9,25.0,73.8,187.5,6265,4
Tiruchirapalli,Thillai Nagar,10.834443,78.660012,2025,2,9,32.9,81.2,102.9,4025,28
Tiruchirapalli,Tiruchirappalli Fort,10.825416,78.68725,2025,2,9,30.8,75.0,97.1,4837,45
Tiruchirapalli,BHEL Township,10.779601,78.802013,2025,2,9,24.6,85.8,245.1,1803,8
Tiruchirapalli,Puthur,10.816613,78.675481,2025,2,9,36.2,47.8,216.9,9827,33
Tiruchirapalli,K.K. Nagar,10.754823,78.697035,2025,2,9,37.1,81.9,223.3,3521,11
Tiruchirapalli,Golden Rock,10.786705,78.72749,2025,2,9,37.2,49.9,79.3,9673,27
Tiruchirapalli,Bharathidasan Nagar,10.815605,78.692403,2025,2,9,31.5,47.9,112.6,9475,31
Tiruchirapalli,Abhishekapuram,10.814276,78.680441,2025,2,9,34.0,82.9,83.1,4502,37
Tiruchirapalli,Cantonment,10.801732,78.693002,2025,2,9,35.8,88.7,61.6,6900,46
Tiruchirapalli,Ariyamangalam,10.810064,78.720986,2025,2,9,30.0,87.8,199.6,3082,37
Tiruchirapalli,Thuvakudi,10.752956,78.830112,2025,2,9,31.8,90.9,237.6,8091,16
Tiruchirapalli,Edamalaipatti Pudur,10.776544,78.67361,2025,2,9,26.7,53.1,10.4,3533,17
Tiruchirapalli,Senthaneerpuram,10.819999,78.684148,2025,2,9,35.3,53.4,12.1,12755,15
Tiruchirapalli,Manikandam,10.738831,78.637647,2025,2,9,32.6,57.8,190.8,8584,0
Salem,Mettur,11.78386,77.796605,2025,2,9,33.6,61.4,14.5,1538,38
Salem,Omalur,11.743163,78.046521,2025,2,9,25.2,89.9,190.4,6262,20
Salem,Yercadu,11.775337,78.211078,2025,2,9,34.4,91.2,170.5,3810,8
Salem,Salem,11.667494,78.150663,2025,2,9,35.1,52.6,247.4,1727,15
Salem,Edappadi,11.585847,77.839697,2025,2,9,33.3,76.7,274.1,6506,22
Salem,Sankari,11.474599,77.869162,2025,2,9,37.3,80.2,35.4,7573,20
Salem,Vazhappadi,11.657002,78.401244,2025,2,9,28.5,60.7,197.7,3252,11
Salem,Attur,11.59941,78.599066,2025,2,9,22.7,65.0,170.8,4578,19
Salem,Gangavalli,11.497384,78.65202,2025,2,9,25.8,65.2,5.4,7529,14
Chennai,Thiruvotriyur,13.164773,80.300387,2025,2,9,32.8,79.8,131.4,12035,29
Chennai,Manali,13.177337,80.268712,2025,2,9,24.8,82.2,72.3,8696,29
Chennai,Madhavaram,13.148179,80.230612,2025,2,9,24.4,93.6,53.4,5942,35
Chennai,Tondiarpet,13.126294,80.288429,2025,2,9,25.8,51.2,201.7,10119,2
Chennai,Royapuram,13.114361,80.295138,2025,2,9,26.5,84.0,150.8,14453,34
Chennai,Sholinganallur,12.894777,80.218789,2025,2,9,29.1,60.1,28.8,12201,6
Chennai,Ambattur,13.11849,80.15676,2025,2,9,37.6,64.0,125.9,3757,34
Chennai,Anna Nagar,13.08852,80.206771,2025,2,9,34.1,48.8,196.7,4985,11
Chennai,Teynampet,13.045034,80.250918,2025,2,9,33.4,83.2,242.7,1033,27
Chennai,Kodambakkam,13.051635,80.221131,2025,2,9,27.2,51.0,274.1,8945,47
Chennai,Valasaravakkam,13.041316,80.175038,2025,2,9,25.2,87.2,174.5,9782,9
Chennai,Alandur,12.999424,80.199751,2025,2,9,26.2,61.7,80.5,4615,44
Chennai,Adyar,13.001462,80.254135,2025,2,9,24.1,86.8,180.8,5149,20
Chennai,Perungudi,12.964866,80.240739,2025,2,9,25.5,88.7,17.8,13651,46
Chennai,Kotturpuram,13.01584,80.239412,2025,2,9,32.0,94.3,279.7,12792,3
Coimbatore,Mettupalayam,11.29968,76.94244,2025,3,10,22.2,86.1,179.5,2534,44
Coimbatore,Avinashi,11.20233,77.29211,2025,3,10,36.2,92.1,12.4,1635,4
Coimbatore,Thiruppur,11.10319,77.39866,2025,3,10,30.7,76.4,87.2,7670,29
Coimbatore,Palladam,11.005831,77.287908,2025,3,10,22.8,82.4,153.6,7684,34
Coimbatore,Pollachi,10.66167,77.00667,2025,3,10,30.4,46.2,174.4,6635,11
Coimbatore,Udumalaipet,10.581,77.26408,2025,3,10,30.3,56.4,137.8,3985,8
Coimbatore,Valparai,10.32814,76.9558,2025,3,10,33.4,66.8,163.8,4069,14
Coimbatore,Coimbatore North,11.060874,76.947387,2025,3,10,29.2,52.4,41.7,2195,49
Coimbatore,Coimbatore South,10.982548,76.989055,2025,3,10,25.4,65.8,229.9,13894,0
Kanyakumari,Agastheeswaram,8.101711,77.538529,2025,3,10,34.3,76.9,12.5,1798,16
Kanyakumari,Kalkulam,8.18425,77.315512,2025,3,10,26.2,58.0,162.8,12161,45
Kanyakumari,Killiyoor,8.265311,77.217375,2025,3,10,28.1,70.7,49.8,3465,27
Kanyakumari,Thiruvattar,8.33501,77.26515,2025,3,10,26.8,89.5,135.6,14364,36
Kanyakumari,Thovalai,8.231171,77.50597,2025,3,10,32.6,85.0,236.7,10045,47
Kanyakumari,Vilavancode,8.313338,77.206699,2025,3,10,34.8,56.5,270.9,9834,18
Tiruchirapalli,Srirangam,10.854603,78.713548,2025,3,10,27.3,56.3,175.3,5167,38
Tiruchirapalli,Thillai Nagar,10.834443,78.660012,2025,3,10,23.2,71.2,110.2,11426,12
Tiruchirapalli,Tiruchirappalli Fort,10.825416,78.68725,2025,3,10,28.2,73.8,34.7,9676,21
Tiruchirapalli,BHEL Township,10.779601,78.802013,2025,3,10,23.8,54.1,80.6,11285,47
Tiruchirapalli,Puthur,10.816613,78.675481,2025,3,10,34.4,67.9,52.8,9511,45
Tiruchirapalli,K.K. Nagar,10.754823,78.697035,2025,3,10,37.0,78.9,50.4,12974,19
Tiruchirapalli,Golden Rock,10.786705,78.72749,2025,3,10,28.0,50.6,129.8,4512,31
Tiruchirapalli,Bharathidasan Nagar,10.815605,78.692403,2025,3,10,27.0,67.2,240.2,10967,23
Tiruchirapalli,Abhishekapuram,10.814276,78.680441,2025,3,10,25.2,92.7,247.0,4527,50
Tiruchirapalli,Cantonment,10.801732,78.693002,2025,3,10,36.3,48.4,217.9,9312,11
Tiruchirapalli,Ariyamangalam,10.810064,78.720986,2025,3,10,32.9,52.7,135.2,8793,14
Tiruchirapalli,Thuvakudi,10.752956,78.830112,2025,3,10,30.1,68.8,87.2,5491,26
Tiruchirapalli,Edamalaipatti Pudur,10.776544,78.67361,2025,3,10,33.4,59.6,155.4,14679,1
Tiruchirapalli,Senthaneerpuram,10.819999,78.684148,2025,3,10,28.0,80.2,66.4,14108,0
Tiruchirapalli,Manikandam,10.738831,78.637647,2025,3,10,31.7,82.5,63.1,1438,48
Salem,Mettur,11.78386,77.796605,2025,3,10,30.0,88.9,161.3,6947,12
Salem,Omalur,11.743163,78.046521,2025,3,10,35.0,90.2,139.8,11018,23
Salem,Yercadu,11.775337,78.211078,2025,3,10,34.3,82.0,274.2,3847,11
Salem,Salem,11.667494,78.150663,2025,3,10,22.5,60.0,168.7,6500,27
Salem,Edappadi,11.585847,77.839697,2025,3,10,32.4,81.1,103.5,11087,13
Salem,Sankari,11.474599,77.869162,2025,3,10,28.4,91.5,37.4,4590,27
Salem,Vazhappadi,11.657002,78.401244,2025,3,10,32.4,94.2,141.8,9021,37
Salem,Attur,11.59941,78.599066,2025,3,10,32.0,85.4,217.8,2250,7
Salem,Gangavalli,11.497384,78.65202,2025,3,10,34.3,84.4,126.6,4865,0
Chennai,Thiruvotriyur,13.164773,80.300387,2025,3,10,34.5,57.3,128.3,9055,0
Chennai,Manali,13.177337,80.268712,2025,3,10,28.1,70.2,3.9,13605,7
Chennai,Madhavaram,13.148179,80.230612,2025,3,10,30.5,55.2,0.2,2874,19
Chennai,Tondiarpet,13.126294,80.288429,2025,3,10,29.4,52.1,246.0,13640,9
Chennai,Royapuram,13.114361,80.295138,2025,3,10,23.0,48.7,250.5,3228,21
Chennai,Sholinganallur,12.894777,80.218789,2025,3,10,23.3,58.6,0.5,8901,2
Chennai,Ambattur,13.11849,80.15676,2025,3,10,33.8,53.0,109.9,1650,11
Chennai,Anna Nagar,13.08852,80.206771,2025,3,10,31.2,93.8,176.8,13899,6
Chennai,Teynampet,13.045034,80.250918,2025,3,10,28.8,93.1,87.9,6295,25
Chennai,Kodambakkam,13.051635,80.221131,2025,3,10,36.2,79.2,212.5,1498,18
Chennai,Valasaravakkam,13.041316,80.175038,2025,3,10,32.3,50.3,82.1,1946,8
Chennai,Alandur,12.999424,80.199751,2025,3,10,23.7,46.6,98.0,12637,26
Chennai,Adyar,13.001462,80.254135,2025,3,10,37.4,60.0,147.1,5861,41
Chennai,Perungudi,12.964866,80.240739,2025,3,10,37.7,45.1,0.2,9494,0
Chennai,Kotturpuram,13.01584,80.239412,2025,3,10,33.1,71.9,60.6,3279,41
Coimbatore,Mettupalayam,11.29968,76.94244,2025,3,11,34.8,47.2,18.7,11739,36
Coimbatore,Avinashi,11.20233,77.29211,2025,3,11,29.6,50.8,42.4,6547,18
Coimbatore,Thiruppur,11.10319,77.39866,2025,3,11,24.6,66.4,195.2,12290,9
Coimbatore,Palladam,11.005831,77.287908,2025,3,11,32.5,78.4,152.9,4395,49
Coimbatore,Pollachi,10.66167,77.00667,2025,3,11,31.9,57.3,267.5,2326,40
Coimbatore,Udumalaipet,10.581,77.26408,2025,3,11,32.0,55.7,233.3,2644,29
Coimbatore,Valparai,10.32814,76.9558,2025,3,11,26.3,50.1,227.8,1501,33
Coimbatore,Coimbatore North,11.060874,76.947387,2025,3,11,32.7,92.3,85.7,4182,50
Coimbatore,Coimbatore South,10.982548,76.989055,2025,3,11,30.1,52.2,114.8,10996,4
Kanyakumari,Agastheeswaram,8.101711,77.538529,2025,3,11,35.3,76.3,112.0,9156,43
Kanyakumari,Kalkulam,8.18425,77.315512,2025,3,11,23.8,88.2,185.7,2989,29
Kanyakumari,Killiyoor,8.265311,77.217375,2025,3,11,26.1,51.9,97.9,8187,27
Kanyakumari,Thiruvattar,8.33501,77.26515,2025,3,11,37.2,83.3,179.5,4563,2
Kanyakumari,Thovalai,8.231171,77.50597,2025,3,11,22.8,68.5,90.6,10584,39
Kanyakumari,Vilavancode,8.313338,77.206699,2025,3,11,30.8,75.0,59.2,5013,22
Tiruchirapalli,Srirangam,10.854603,78.713548,2025,3,11,35.8,76.2,257.7,1031,19
Tiruchirapalli,Thillai Nagar,10.834443,78.660012,2025,3,11,35.2,83.3,85.0,13847,48
Tiruchirapalli,Tiruchirappalli Fort,10.825416,78.68725,2025,3,11,22.8,74.8,217.2,4966,15
Tiruchirapalli,BHEL Township,10.779601,78.802013,2025,3,11,37.7,82.5,189.0,4224,48
Tiruchirapalli,Puthur,10.816613,78.675481,2025,3,11,30.4,51.9,244.0,3838,39
Tiruchirapalli,K.K. Nagar,10.754823,78.697035,2025,3,11,35.1,92.8,216.1,8633,38
Tiruchirapalli,Golden Rock,10.786705,78.72749,2025,3,11,33.2,49.9,162.0,6995,5
Tiruchirapalli,Bharathidasan Nagar,10.815605,78.692403,2025,3,11,33.7,56.0,278.6,1811,11
Tiruchirapalli,Abhishekapuram,10.814276,78.680441,2025,3,11,33.0,87.6,195.2,14292,30
Tiruchirapalli,Cantonment,10.801732,78.693002,2025,3,11,23.8,65.3,113.7,8201,36
Tiruchirapalli,Ariyamangalam,10.810064,78.720986,2025,3,11,37.0,45.0,140.0,3247,43
Tiruchirapalli,Thuvakudi,10.752956,78.830112,2025,3,11,26.9,62.9,199.9,1057,23
Tiruchirapalli,Edamalaipatti Pudur,10.776544,78.67361,2025,3,11,31.0,73.7,252.5,2598,17
Tiruchirapalli,Senthaneerpuram,10.819999,78.684148,2025,3,11,26.0,67.3,125.1,10655,24
Tiruchirapalli,Manikandam,10.738831,78.637647,2025,3,11,23.2,59.8,106.1,9027,34
Salem,Mettur,11.78386,77.796605,2025,3,11,33.9,55.5,201.5,2979,43
Salem,Omalur,11.743163,78.046521,2025,3,11,33.2,55.0,202.2,3555,12
Salem,Yercadu,11.775337,78.211078,2025,3,11,29.8,92.9,25.4,11976,24
Salem,Salem,11.667494,78.150663,2025,3,11,30.9,62.3,71.9,1169,0
Salem,Edappadi,11.585847,77.839697,2025,3,11,36.4,47.3,158.0,3471,46
Salem,Sankari,11.474599,77.869162,2025,3,11,33.8,65.8,56.6,9665,12
Salem,Vazhappadi,11.657002,78.401244,2025,3,11,37.2,48.3,244.1,1557,8
Salem,Attur,11.59941,78.599066,2025,3,11,24.0,78.2,71.1,9792,50
Salem,Gangavalli,11.497384,78.65202,2025,3,11,26.5,58.8,89.0,9328,41
