city,zone,latitude,longitude,year,week,month,temperature,humidity,rainfall,sanitation_score,population_density,dengue_cases,risk_score
Chennai,Royapuram,13.114361770441773,80.29513825798645,2020,17,4,26.2,54.4,1.5,85.8,5298,3,26.3
Chennai,Royapuram,13.114361770441773,80.29513825798645,2020,18,4,18.1,52.2,4.1,73.8,11988,0,20.8
Chennai,Royapuram,13.114361770441773,80.29513825798645,2020,19,5,25.3,46.5,5.0,76.2,9019,0,28.9
Chennai,Royapuram,13.114361770441773,80.29513825798645,2020,20,5,20.6,65.0,4.9,56.6,9646,0,33.9
Chennai,Royapuram,13.114361770441773,80.29513825798645,2020,21,5,19.7,69.4,10.7,91.3,11471,0,32.0
Chennai,Royapuram,13.114361770441773,80.29513825798645,2020,22,5,16.2,60.3,8.4,48.3,6134,0,30.2
Chennai,Royapuram,13.114361770441773,80.29513825798645,2020,23,6,15.0,78.0,10.3,75.1,10780,0,31.6
Chennai,Royapuram,13.114361770441773,80.29513825798645,2020,24,6,19.0,69.1,44.4,68.5,7367,0,45.2
Chennai,Royapuram,13.114361770441773,80.29513825798645,2020,25,6,15.0,72.9,38.6,83.4,11015,0,37.4
Chennai,Royapuram,13.114361770441773,80.29513825798645,2020,26,6,15.0,63.9,100.0,73.2,7431,0,42.9
Chennai,Royapuram,13.114361770441773,80.29513825798645,2020,27,7,15.0,83.2,46.3,72.0,10617,1,45.5
Chennai,Royapuram,13.114361770441773,80.29513825798645,2020,28,7,16.3,83.7,36.2,79.6,2871,4,45.1
Chennai,Royapuram,13.114361770441773,80.29513825798645,2020,29,7,15.4,67.3,173.5,74.9,6700,0,49.3
Chennai,Royapuram,13.114361770441773,80.29513825798645,2020,30,7,15.0,78.2,23.3,71.0,6766,0,39.1
Chennai,Royapuram,13.114361770441773,80.29513825798645,2020,31,7,16.5,78.7,38.8,50.0,14852,0,49.2
Chennai,Royapuram,13.114361770441773,80.29513825798645,2020,32,8,15.0,87.0,30.4,69.8,8501,2,45.3
Chennai,Royapuram,13.114361770441773,80.29513825798645,2020,33,8,15.0,77.6,44.9,69.9,11114,0,43.4
Chennai,Royapuram,13.114361770441773,80.29513825798645,2020,34,8,16.3,82.8,108.8,78.4,3826,3,53.1
Chennai,Royapuram,13.114361770441773,80.29513825798645,2020,35,8,16.1,84.7,36.3,70.8,14332,4,47.6
Chennai,Royapuram,13.114361770441773,80.29513825798645,2020,36,9,21.1,79.0,103.6,84.6,12036,14,60.6
Chennai,Royapuram,13.114361770441773,80.29513825798645,2020,37,9,19.5,73.7,17.8,84.7,12566,16,45.9
Chennai,Royapuram,13.114361770441773,80.29513825798645,2020,38,9,22.5,77.9,20.7,80.6,14117,16,55.9
Chennai,Royapuram,13.114361770441773,80.29513825798645,2020,39,9,22.6,79.6,12.8,86.0,5873,18,54.5
Chennai,Royapuram,13.114361770441773,80.29513825798645,2020,40,9,22.5,71.6,72.5,75.0,11067,11,66.2
Chennai,Royapuram,13.114361770441773,80.29513825798645,2020,41,10,23.0,73.1,75.4,75.7,10669,17,68.9
Chennai,Royapuram,13.114361770441773,80.29513825798645,2020,42,10,24.2,76.5,39.4,74.4,2388,16,67.2
Chennai,Royapuram,13.114361770441773,80.29513825798645,2020,43,10,26.6,70.6,18.5,87.4,12011,26,63.0
Chennai,Royapuram,13.114361770441773,80.29513825798645,2020,44,10,24.1,66.5,6.8,67.7,3194,18,53.6
Chennai,Royapuram,13.114361770441773,80.29513825798645,2020,45,11,30.1,68.2,0.1,76.7,6131,22,48.2
Chennai,Royapuram,13.114361770441773,80.29513825798645,2020,46,11,27.6,58.3,0.2,77.1,2931,26,43.6
Chennai,Royapuram,13.114361770441773,80.29513825798645,2020,47,11,31.0,60.5,6.5,81.6,4908,21,61.8
Chennai,Royapuram,13.114361770441773,80.29513825798645,2020,48,11,31.1,49.9,0.2,85.9,6003,23,42.6
Chennai,Royapuram,13.114361770441773,80.29513825798645,2020,49,12,34.7,50.9,5.3,59.0,2916,16,64.7
Chennai,Royapuram,13.114361770441773,80.29513825798645,2020,50,12,35.2,58.2,2.9,70.9,3999,18,61.8
Chennai,Royapuram,13.114361770441773,80.29513825798645,2020,51,12,33.5,50.4,2.4,65.5,7116,11,53.4
Chennai,Royapuram,13.114361770441773,80.29513825798645,2020,52,12,34.5,51.2,4.2,74.9,12361,16,56.0
Chennai,Royapuram,13.114361770441773,80.29513825798645,2020,53,12,34.9,49.1,1.5,74.5,3316,17,49.7
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,1,1,33.6,45.5,4.7,90.0,9369,23,51.5
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,2,1,30.4,45.4,16.8,76.5,7364,11,55.7
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,3,1,35.6,40.0,4.0,77.6,7852,13,51.5
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,4,1,37.5,44.5,0.5,84.8,10771,15,45.2
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,5,2,35.5,40.0,0.3,84.3,3258,14,39.4
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,6,2,35.6,46.3,10.2,76.7,10417,19,59.7
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,7,2,30.8,48.5,11.6,73.3,7286,9,54.0
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,8,2,35.1,40.0,5.3,79.7,7931,8,49.0
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,9,3,39.7,46.6,2.2,71.0,4043,11,54.4
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,10,3,31.1,40.0,6.3,64.3,8973,0,43.9
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,11,3,31.3,40.0,5.6,85.3,11412,3,37.4
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,12,3,28.3,51.7,1.1,82.3,9804,5,29.7
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,13,3,30.8,40.0,7.9,97.5,12361,10,37.2
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,14,4,27.7,53.8,4.7,85.4,11571,3,35.3
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,15,4,24.6,44.3,0.7,71.6,3838,0,20.6
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,16,4,25.4,40.0,0.6,88.2,10091,0,15.7
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,17,4,20.8,46.7,2.1,58.4,3733,0,22.4
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,18,5,19.2,47.2,11.0,81.1,9022,0,24.7
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,19,5,24.9,64.0,2.8,63.6,5732,0,33.5
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,20,5,21.4,60.6,2.2,73.2,3298,0,24.2
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,21,5,17.9,51.2,6.3,73.3,4065,0,22.0
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,22,6,17.4,64.9,16.4,61.9,6154,0,35.5
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,23,6,18.5,62.3,72.3,77.9,14795,0,43.5
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,24,6,15.0,74.9,62.3,61.8,8389,0,46.0
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,25,6,15.0,83.0,54.3,75.7,11148,0,45.5
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,26,6,19.3,71.0,54.1,55.3,1878,0,50.5
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,27,7,15.9,80.7,15.3,78.3,6882,0,36.1
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,28,7,15.0,71.8,102.5,82.9,1157,0,44.3
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,29,7,16.0,81.6,16.6,76.2,8939,0,37.5
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,30,7,15.0,83.5,123.7,80.5,3236,8,53.1
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,31,8,15.0,74.5,23.3,71.7,4196,0,37.9
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,32,8,17.5,73.3,25.0,77.1,14356,0,40.2
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,33,8,17.5,88.3,24.3,68.0,7290,3,48.6
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,34,8,17.8,68.4,66.5,69.9,10200,0,47.7
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,35,9,15.0,75.4,83.7,68.3,9281,0,47.6
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,36,9,18.3,75.4,44.9,92.1,11699,19,48.2
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,37,9,18.3,71.8,27.5,58.4,9109,3,48.2
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,38,9,18.6,83.8,30.9,69.8,7703,9,53.6
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,39,9,20.3,79.7,61.1,81.7,12218,18,60.9
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,40,10,19.0,67.2,11.4,71.2,9056,13,45.5
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,41,10,23.8,68.9,38.0,65.0,7809,9,60.4
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,42,10,27.4,64.7,53.7,87.4,12634,20,65.7
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,43,10,25.5,68.0,63.6,68.6,14760,23,71.8
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,44,11,28.5,60.8,3.3,80.9,8272,19,49.8
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,45,11,27.6,62.7,5.2,65.2,9006,17,55.7
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,46,11,31.7,51.1,0.7,98.0,3740,30,45.5
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,47,11,27.5,54.0,8.3,73.4,2354,18,56.4
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,48,12,29.4,52.5,1.6,71.1,10263,19,48.7
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,49,12,33.8,58.4,2.0,53.7,1505,20,62.0
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,50,12,35.2,51.6,8.7,77.4,14039,23,66.3
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,51,12,34.0,54.3,0.6,77.6,13469,21,50.6
Chennai,Royapuram,13.114361770441773,80.29513825798645,2021,52,12,38.8,46.1,2.7,63.2,4613,15,61.4
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,1,1,36.2,50.2,2.2,76.7,5785,19,56.7
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,2,1,29.4,46.6,8.8,50.8,1535,6,55.5
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,3,1,35.7,40.4,4.3,77.6,5503,13,51.2
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,4,1,37.5,40.0,12.6,90.2,4683,22,59.3
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,5,2,34.9,40.0,7.0,100.0,9808,21,50.9
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,6,2,34.9,40.0,8.7,79.0,5729,15,55.0
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,7,2,34.9,44.3,0.5,68.3,3755,10,44.4
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,8,2,32.1,40.0,1.9,65.6,13791,2,41.8
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,9,3,35.6,40.0,9.9,71.8,8492,9,54.3
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,10,3,29.8,46.3,0.3,86.4,10267,12,29.0
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,11,3,31.6,48.5,0.9,78.6,13165,8,35.0
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,12,3,30.8,46.8,1.8,72.9,13657,0,34.9
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,13,3,30.3,44.6,10.3,87.9,13548,1,40.8
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,14,4,27.9,45.1,12.3,88.5,9115,0,37.5
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,15,4,27.1,44.5,0.1,79.7,10006,0,17.5
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,16,4,26.8,57.5,3.2,86.1,9369,3,30.7
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,17,4,25.1,57.8,4.3,79.9,2854,0,31.0
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,18,5,20.4,65.5,0.1,66.8,10383,0,18.8
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,19,5,23.0,57.5,0.6,52.2,2871,0,24.4
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,20,5,17.8,60.3,4.1,81.2,5389,0,21.5
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,21,5,17.4,57.2,0.4,69.9,13699,0,11.8
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,22,6,22.1,64.8,12.7,65.4,9898,0,39.2
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,23,6,15.6,71.4,52.2,68.7,14488,0,42.7
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,24,6,16.7,69.1,60.5,56.4,7010,0,46.8
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,25,6,18.6,80.8,91.8,79.7,9880,4,53.9
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,26,6,18.0,77.3,32.9,71.4,14477,0,45.0
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,27,7,17.5,65.9,12.9,72.5,13399,0,32.8
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,28,7,15.3,69.6,29.2,82.9,1681,0,35.1
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,29,7,16.7,79.6,13.9,70.4,13451,0,38.2
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,30,7,15.6,80.9,40.9,57.3,12779,0,47.0
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,31,8,15.0,72.1,44.5,81.8,8231,0,38.5
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,32,8,15.0,71.7,62.1,62.9,9951,0,44.5
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,33,8,15.9,71.4,117.5,75.4,4580,3,48.6
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,34,8,18.1,83.7,18.5,87.6,7965,10,43.2
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,35,8,15.7,76.7,165.4,90.0,2677,15,55.9
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,36,9,18.0,82.2,6.7,85.2,13058,13,40.7
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,37,9,20.5,74.9,52.3,70.2,14599,14,60.7
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,38,9,22.4,74.7,3.8,73.6,11709,14,46.3
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,39,9,20.5,69.3,95.1,85.5,13310,17,62.9
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,40,10,23.9,81.4,32.8,68.3,5055,11,66.6
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,41,10,23.3,75.2,78.8,74.6,5877,16,69.6
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,42,10,22.7,72.7,34.3,74.1,1528,23,64.1
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,43,10,29.4,60.5,29.1,99.3,8368,34,66.6
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,44,11,26.0,60.4,0.9,69.0,5305,14,44.1
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,45,11,30.1,54.2,4.3,73.4,6711,17,55.2
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,46,11,32.1,65.9,0.5,78.7,14381,23,53.9
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,47,11,33.0,58.2,1.3,64.6,2425,19,56.9
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,48,11,29.8,63.1,1.5,81.1,8193,29,52.7
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,49,12,32.5,49.1,2.0,75.4,2923,22,53.3
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,50,12,30.7,55.3,1.2,62.0,13707,15,52.4
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,51,12,34.3,46.3,1.2,77.0,14301,21,51.0
Chennai,Royapuram,13.114361770441773,80.29513825798645,2022,52,12,32.0,42.3,4.3,67.7,4882,11,52.2
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,1,1,36.5,46.9,9.3,67.9,12529,12,52.1
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,2,1,36.0,43.0,1.2,77.1,2559,18,45.8
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,3,1,36.9,40.0,2.5,80.4,1017,20,50.9
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,4,1,35.6,46.1,3.2,79.6,4496,25,55.6
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,5,1,35.4,40.0,2.7,84.8,8812,17,49.7
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,6,2,34.4,40.0,13.2,74.7,2276,13,59.9
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,7,2,32.1,43.7,1.6,91.6,3174,16,42.6
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,8,2,32.8,40.0,5.5,85.7,10726,12,48.1
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,9,2,28.2,47.5,1.2,77.5,4705,5,34.4
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,10,3,31.1,42.2,1.0,67.9,9510,0,34.4
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,11,3,30.9,52.5,5.1,71.5,12140,5,45.3
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,12,3,27.7,40.0,8.1,51.3,8291,0,39.8
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,13,3,27.7,43.6,1.7,78.8,1152,2,25.5
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,14,4,29.7,44.1,2.2,80.1,1132,0,28.2
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,15,4,24.1,53.8,0.0,63.8,12396,0,19.3
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,16,4,23.7,50.2,5.6,72.8,6629,0,28.9
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,17,4,22.3,52.7,1.2,68.2,14387,0,20.6
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,18,4,21.0,57.9,6.9,53.9,2975,0,33.2
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,19,5,20.9,57.3,4.4,70.7,7919,0,26.7
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,20,5,21.4,60.3,2.5,62.7,12371,0,27.0
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,21,5,19.1,56.4,6.8,75.0,3165,0,25.8
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,22,5,18.7,66.1,1.9,83.7,8826,0,19.9
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,23,6,16.6,70.9,34.5,65.7,2160,0,41.5
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,24,6,18.2,71.3,34.5,71.4,4751,0,42.7
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,25,6,18.0,78.8,40.5,72.7,7276,0,46.3
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,26,6,15.0,74.2,21.3,83.5,2463,2,34.3
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,27,7,18.4,70.4,18.6,86.9,12972,3,36.1
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,28,7,17.8,70.1,22.6,75.9,14204,0,38.4
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,29,7,15.0,77.0,40.9,72.1,2678,0,42.5
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,30,7,15.0,72.0,3.1,73.8,2690,0,22.7
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,31,7,15.0,77.4,60.8,83.5,6133,10,46.0
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,32,8,18.5,73.2,39.2,72.2,7022,2,46.6
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,33,8,15.3,86.1,69.8,61.9,5902,0,53.6
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,34,8,18.7,80.8,153.0,77.7,3246,5,60.1
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,35,8,15.9,74.7,103.8,85.0,7270,9,51.7
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,36,9,16.7,84.8,85.2,91.7,13672,21,57.2
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,37,9,20.9,80.3,13.0,76.7,14326,13,51.0
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,38,9,18.6,81.4,23.6,76.1,13339,15,55.3
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,39,9,20.3,76.2,29.6,82.4,3181,15,57.5
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,40,9,22.4,70.9,17.3,67.5,11511,18,58.9
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,41,10,25.7,70.0,232.7,78.2,12094,27,82.1
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,42,10,22.8,63.6,2.9,61.1,3340,13,46.4
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,43,10,21.0,67.2,21.9,75.3,2120,20,57.7
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,44,10,23.7,65.4,39.3,74.9,9691,21,65.9
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,45,11,28.1,72.3,1.7,91.7,10228,36,55.6
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,46,11,27.1,59.1,3.9,77.8,1138,26,54.8
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,47,11,30.9,57.1,1.0,69.0,10999,22,55.0
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,48,11,32.7,56.2,1.9,65.5,11649,18,59.6
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,49,12,28.4,62.0,7.3,66.4,3688,23,64.7
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,50,12,32.8,50.5,4.5,72.3,8210,18,58.3
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,51,12,32.1,53.3,0.9,91.4,6753,29,48.9
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,52,12,35.8,53.8,0.6,64.4,12836,15,55.1
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2020,53,12,34.5,44.5,0.8,71.8,4490,22,50.6
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2021,1,1,36.9,44.7,8.5,53.4,11290,14,67.3
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2021,2,1,36.4,47.7,1.4,65.5,13259,17,55.6
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2021,3,1,32.1,40.5,0.3,76.4,3480,16,38.0
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2021,4,1,35.7,40.0,9.3,94.4,7745,24,57.2
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2021,5,2,37.9,40.0,2.7,68.9,11093,10,53.5
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2021,6,2,31.8,40.0,8.2,75.6,12248,11,50.6
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2021,7,2,31.5,40.0,2.2,91.8,8248,19,40.7
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2021,8,2,33.1,47.8,3.6,79.5,4559,15,50.2
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2021,9,3,31.6,48.0,5.4,93.2,2420,17,47.3
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2021,10,3,33.0,40.5,19.6,60.4,2646,3,58.3
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2021,11,3,30.9,45.0,2.1,85.4,3293,12,39.7
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2021,12,3,26.9,50.4,7.1,71.9,13328,5,43.2
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2021,13,3,26.5,40.0,2.7,74.4,3017,0,29.0
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2021,14,4,29.0,42.1,1.2,61.7,10659,0,29.4
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2021,15,4,26.5,45.9,4.6,81.3,12960,2,30.9
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2021,16,4,24.6,54.5,8.8,84.6,7291,1,33.4
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2021,17,4,22.5,57.2,15.7,68.0,6759,0,38.1
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2021,18,5,19.9,65.0,3.2,86.1,8035,0,23.9
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2021,19,5,21.7,54.2,3.4,76.4,6152,0,24.2
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2021,20,5,20.8,54.7,2.4,64.1,13961,0,23.5
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2021,21,5,21.4,58.0,0.8,71.4,3290,0,19.1
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2021,22,6,19.2,60.7,23.8,72.4,5059,0,36.9
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2021,23,6,20.7,73.3,46.3,91.6,5537,8,47.2
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2021,24,6,18.6,62.7,13.9,54.2,11561,0,37.9
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2021,25,6,15.0,76.3,131.6,92.3,2380,7,49.5
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2021,26,6,15.0,76.6,30.3,87.0,5065,4,39.9
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2021,27,7,16.3,86.8,28.1,67.2,10066,2,49.2
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2021,28,7,15.0,72.4,15.3,74.3,10846,0,34.3
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2021,29,7,15.0,80.5,17.2,94.1,10830,6,36.2
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2021,30,7,15.1,80.3,59.3,66.8,12815,0,48.8
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2021,31,8,17.1,82.2,26.0,83.4,10954,9,44.8
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2021,32,8,15.7,78.8,66.7,73.2,5668,4,50.2
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2021,33,8,15.1,83.8,15.2,69.3,13762,4,42.1
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2021,34,8,19.2,78.1,26.6,91.5,12312,20,49.2
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2021,35,9,17.8,78.4,42.4,83.9,1439,14,53.6
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2021,36,9,19.7,84.6,79.8,86.5,14891,20,65.4
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2021,37,9,20.5,76.2,13.6,93.9,14878,25,52.8
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2021,38,9,19.7,81.1,40.4,79.5,11787,18,65.3
Chennai,Sholinganallur,12.894777917601955,80.21878910415437,2021,39,9,21.7,74.3,66.1,76.4,5942,20,69.9
